time;probability;TimeName
12:20;0.002792464;Weekend
12:25;0.002889698;Weekend
12:30;0.002989719;Weekend
12:35;0.003092564;Weekend
12:40;0.003198269;Weekend
12:45;0.003306867;Weekend
12:50;0.003418389;Weekend
12:55;0.00353286;Weekend
13:00;0.003650304;Weekend
13:05;0.00377074;Weekend
13:10;0.003894186;Weekend
13:15;0.004020652;Weekend
13:20;0.004150145;Weekend
13:25;0.00428267;Weekend
13:30;0.004418222;Weekend
13:35;0.004556795;Weekend
13:40;0.004698378;Weekend
13:45;0.004842951;Weekend
13:50;0.004990491;Weekend
13:55;0.00514097;Weekend
14:00;0.005294351;Weekend
14:05;0.005450593;Weekend
14:10;0.005609649;Weekend
14:15;0.005771465;Weekend
14:20;0.00593598;Weekend
14:25;0.006103128;Weekend
14:30;0.006272835;Weekend
14:35;0.006445022;Weekend
14:40;0.006619603;Weekend
14:45;0.006796485;Weekend
14:50;0.006975571;Weekend
14:55;0.007156755;Weekend
15:00;0.007339928;Weekend
15:05;0.007524973;Weekend
15:10;0.007711769;Weekend
15:15;0.00790019;Weekend
15:20;0.008090104;Weekend
15:25;0.008281376;Weekend
15:30;0.008473865;Weekend
15:35;0.008667428;Weekend
15:40;0.008861918;Weekend
15:45;0.009057184;Weekend
15:50;0.009253075;Weekend
15:55;0.009449436;Weekend
16:00;0.009646112;Weekend
16:05;0.009842944;Weekend
16:10;0.010039777;Weekend
16:15;0.010236452;Weekend
16:20;0.010432813;Weekend
16:25;0.010628704;Weekend
16:30;0.010823971;Weekend
16:35;0.011018461;Weekend
16:40;0.011212024;Weekend
16:45;0.011404513;Weekend
16:50;0.011595784;Weekend
16:55;0.011785699;Weekend
17:00;0.01197412;Weekend
17:05;0.012160916;Weekend
17:10;0.012345961;Weekend
17:15;0.012391935;Weekend
17:20;0.012345961;Weekend
17:25;0.012160916;Weekend
17:30;0.01197412;Weekend
17:35;0.011785699;Weekend
17:40;0.011595784;Weekend
17:45;0.011404513;Weekend
17:50;0.011212024;Weekend
17:55;0.011018461;Weekend
18:00;0.010823971;Weekend
18:05;0.010628704;Weekend
18:10;0.010432813;Weekend
18:15;0.010236452;Weekend
18:20;0.010039777;Weekend
18:25;0.009842944;Weekend
18:30;0.009646112;Weekend
18:35;0.009449436;Weekend
18:40;0.009253075;Weekend
18:45;0.009057184;Weekend
18:50;0.008861918;Weekend
18:55;0.008667428;Weekend
19:00;0.008473865;Weekend
19:05;0.008281376;Weekend
19:10;0.008090104;Weekend
19:15;0.00790019;Weekend
19:20;0.007711769;Weekend
19:25;0.007524973;Weekend
19:30;0.007339928;Weekend
19:35;0.007156755;Weekend
19:40;0.006975571;Weekend
19:45;0.006796485;Weekend
19:50;0.006619603;Weekend
19:55;0.006445022;Weekend
20:00;0.006272835;Weekend
20:05;0.006103128;Weekend
20:10;0.00593598;Weekend
20:15;0.005771465;Weekend
20:20;0.005609649;Weekend
20:25;0.005450593;Weekend
20:30;0.005294351;Weekend
20:35;0.00514097;Weekend
20:40;0.004990491;Weekend
20:45;0.004842951;Weekend
20:50;0.004698378;Weekend
20:55;0.004556795;Weekend
21:00;0.004418222;Weekend
21:05;0.00428267;Weekend
21:10;0.004150145;Weekend
21:15;0.004020652;Weekend
21:20;0.003894186;Weekend
21:25;0.00377074;Weekend
21:30;0.003650304;Weekend
21:35;0.00353286;Weekend
21:40;0.003418389;Weekend
21:45;0.003306867;Weekend
21:50;0.003198269;Weekend
21:55;0.003092564;Weekend
22:00;0.002989719;Weekend
22:05;0.002889698;Weekend
22:10;0.002792464;Weekend
22:15;0.002697977;Weekend
22:20;0.002606193;Weekend
22:25;0.002517069;Weekend
22:30;0.002430559;Weekend
22:35;0.002346615;Weekend
22:40;0.002265191;Weekend
22:45;0.002186235;Weekend
22:50;0.002109699;Weekend
22:55;0.00203553;Weekend
23:00;0.001963677;Weekend
23:05;0.001894088;Weekend
23:10;0.001826712;Weekend
23:15;0.001761494;Weekend
23:20;0.001698384;Weekend
23:25;0.001637328;Weekend
23:30;0.001578275;Weekend
23:35;0.001521172;Weekend
23:40;0.001465968;Weekend
23:45;0.001412611;Weekend
23:50;0.001361051;Weekend
23:55;0.001311238;Weekend
